uniqueId,gebied,Deelgebied,DateTimeAmsterdam,PBmax,alfaB,Ek,Chlorofyl,Kd,conversionEtoC,PrimaireProductie_MgC_m2_dag,X,Y,Troebelheid,ChlorofylFluorescentie,Saliniteit,knmiStations,parReflectionCorrection
1611129903_1_MM_S,Markermeer,MarkermeerMidden,2021-01-20 08:47:03,3.08,0.037,83,12,6.1,5,43.34,156110,503028,44.3,3,NA,"Berkhout, Lelystad",0.94
1611131025_1_MM_S,Markermeer,MarkermeerMidden,2021-01-20 09:05:45,2.5,0.034,72,8.6,3.6,5,46.31,153373,507361,23.4,2.3,NA,"Berkhout, Lelystad",0.94
1611132148_1_MM_S,Markermeer,MarkermeerMidden,2021-01-20 09:24:28,2.37,0.036,66,9.4,5.3,5,34.5,150748,511999,37.6,3.13,NA,"Berkhout, Lelystad",0.94
1611133271_1_MM_S,Markermeer,MarkermeerMidden,2021-01-20 09:43:11,2.64,0.037,70,10.7,4.9,5,45.53,148557,516584,34.8,3.12,NA,"Berkhout, Lelystad",0.94
1611134494_1_MM_S,Markermeer,HoornseHop,2021-01-20 10:03:34,3.16,0.037,84,11.2,4.1,5,59.17,147066,520348,27.6,4.11,NA,"Berkhout, Lelystad",0.94
1611135616_1_MM_S,Markermeer,HoornseHop,2021-01-20 10:22:16,3.03,0.039,78,10.7,4.3,5,54.09,146967,519946,29.8,3.01,NA,"Berkhout, Lelystad",0.94
1611136739_1_MM_S,Markermeer,HoornseHop,2021-01-20 10:40:59,3.31,0.036,91,12,6.3,5,40.99,143875,516484,46.6,3.56,NA,"Berkhout, Lelystad",0.94
1611137862_1_MM_S,Markermeer,HoornseHop,2021-01-20 10:59:42,3.15,0.039,80,11.9,9,5,29.73,139794,513690,69,3.65,NA,"Berkhout, Lelystad",0.94
1611138986_1_MM_S,Markermeer,HoornseHop,2021-01-20 11:18:26,3.07,0.035,88,9.2,5,5,38.13,134890,513773,35.6,2.7,NA,"Berkhout, Lelystad",0.94
1611140108_1_MM_S,Markermeer,HoornseHop,2021-01-20 11:37:08,3.27,0.034,96,9,4.6,5,40.94,133048,513947,31.8,3.04,NA,"Berkhout, Lelystad",0.94
1611141231_1_MM_S,Markermeer,HoornseHop,2021-01-20 11:55:51,3.2,0.038,84,11.2,5.8,5,43.33,133384,511835,42,3.24,NA,"Berkhout, Lelystad",0.94
1611142354_1_MM_S,Markermeer,HoornseHop,2021-01-20 12:14:34,2.99,0.04,75,10.7,6.7,5,35.01,134482,507326,49.5,3.38,NA,"Berkhout, Lelystad",0.94
1611143476_1_MM_S,Markermeer,HoornseHop,2021-01-20 12:33:16,2.89,0.034,83,8.3,8.1,5,20.5,135396,502898,61.7,2.37,NA,"Berkhout, Lelystad",0.94
1611144599_1_MM_S,Markermeer,Gouwzee,2021-01-20 12:51:59,3.01,0.033,92,8,8.5,5,18.7,134491,498588,64.6,3.15,NA,"Berkhout, Lelystad",0.94
1611145722_1_MM_S,Markermeer,Gouwzee,2021-01-20 13:10:42,3.9,0.036,108,15.9,16.6,5,22.07,134468,497382,133,6.62,NA,"Berkhout, Lelystad",0.94
1611146844_1_MM_S,Markermeer,Gouwzee,2021-01-20 13:29:24,3.16,0.034,93,9.3,8,5,24.06,134532,499172,61,2.57,NA,"Berkhout, Lelystad",0.94
1611147967_1_MM_S,Markermeer,HoornseHop,2021-01-20 13:48:07,3.3,0.037,88,11.4,6.5,5,38.01,138018,501709,47.8,3.07,NA,"Berkhout, Lelystad",0.94
1611149090_1_MM_S,Markermeer,MarkermeerMidden,2021-01-20 14:06:50,3.11,0.034,91,10.2,5.5,5,38.89,143206,502202,39.7,2.82,NA,"Berkhout, Lelystad",0.94
1611150212_1_MM_S,Markermeer,MarkermeerMidden,2021-01-20 14:25:32,3,0.036,83,11.1,8.3,5,28.13,148495,502329,63.3,3.16,NA,"Berkhout, Lelystad",0.94
1611151335_1_MM_S,Markermeer,MarkermeerMidden,2021-01-20 14:44:15,3.07,0.037,82,10,6.4,5,32.96,153792,502142,47.4,2.81,NA,"Berkhout, Lelystad",0.94
1611219695_1_MM_S,Markermeer,Houtrib,2021-01-21 09:43:35,3.85,0.037,102,12.3,4.4,5,103.5,157536,510335,30.4,2.87,NA,"Berkhout, Lelystad",0.94
1611220818_1_MM_S,Markermeer,Houtrib,2021-01-21 10:02:18,3.52,0.038,93,11.7,4.4,5,94.74,157536,510335,30.4,2.87,NA,"Berkhout, Lelystad",0.94
1611221941_1_MM_S,Markermeer,Houtrib,2021-01-21 10:21:01,3.11,0.038,81,10.8,4,5,91.66,156443,513178,27.3,2.62,NA,"Berkhout, Lelystad",0.94
1611223064_1_MM_S,Markermeer,Houtrib,2021-01-21 10:39:44,3.05,0.034,88,9.2,5,5,59.25,152134,514534,35.3,2.54,NA,"Berkhout, Lelystad",0.94
1611224187_1_MM_S,Markermeer,MarkermeerMidden,2021-01-21 10:58:27,3.3,0.035,94,10.9,5.7,5,65.53,148784,510961,41.1,3.11,NA,"Berkhout, Lelystad",0.94
1611225310_1_MM_S,Markermeer,MarkermeerMidden,2021-01-21 11:17:10,3.64,0.036,102,11.9,6.8,5,60.75,145667,507126,50.6,3.55,NA,"Berkhout, Lelystad",0.94
1611226433_1_MM_S,Markermeer,MarkermeerMidden,2021-01-21 11:35:53,3.37,0.035,96,10.9,6.5,5,57.52,143620,504388,48.1,3.96,NA,"Berkhout, Lelystad",0.94
1611227556_1_MM_S,Markermeer,MarkermeerMidden,2021-01-21 11:54:36,3.39,0.035,97,11.1,7,5,54.21,143672,504429,52.4,4.17,NA,"Berkhout, Lelystad",0.94
1611228679_1_MM_S,Markermeer,MarkermeerMidden,2021-01-21 12:13:19,3.35,0.035,95,11.2,7,5,55.08,143674,504448,51.9,4.11,NA,"Berkhout, Lelystad",0.94
1611229801_1_MM_S,Markermeer,MarkermeerMidden,2021-01-21 12:32:01,3.62,0.038,96,11.2,7,5,57.1,143674,504448,51.9,4.11,NA,"Berkhout, Lelystad",0.94
1611230924_1_MM_S,Markermeer,MarkermeerMidden,2021-01-21 12:50:44,3.73,0.036,104,11.2,7.2,5,55.19,144303,504345,54,3.32,NA,"Berkhout, Lelystad",0.94
1611232046_1_MM_S,Markermeer,MarkermeerMidden,2021-01-21 13:09:26,3.82,0.035,108,11.3,7.1,5,57.61,144660,504235,53,3.22,NA,"Berkhout, Lelystad",0.94
1611233169_1_MM_S,Markermeer,MarkermeerMidden,2021-01-21 13:28:09,3.94,0.034,117,11.8,8,5,52.48,149099,502849,60.5,3.19,NA,"Berkhout, Lelystad",0.94
1614153824_1_MM_S,Markermeer,Houtrib,2021-02-24 08:45:44,6.77,0.031,216,5.3,2.1,5,201.41,157123,506715,10.8,1.74,NA,"Berkhout, Lelystad",0.94
1614154946_1_MM_S,Markermeer,Houtrib,2021-02-24 09:04:26,6.45,0.035,183,5.6,2.2,5,201.06,157531,509998,11.9,2.12,NA,"Berkhout, Lelystad",0.94
1614156069_1_MM_S,Markermeer,NA,2021-02-24 09:23:09,6.67,0.039,172,5.8,2.2,5,215.93,NA,NA,11.8,1.97,NA,"Berkhout, Lelystad",0.94
1614157193_1_MM_S,Markermeer,NA,2021-02-24 09:41:53,6.12,0.033,183,5.3,2.8,5,146.19,NA,NA,16.9,1.59,NA,"Berkhout, Lelystad",0.94
1614158619_1_MM_S,Markermeer,NA,2021-02-24 10:05:39,7.01,0.041,170,9.6,3.2,5,268.15,NA,NA,20.1,2.82,NA,"Berkhout, Lelystad",0.94
1614159742_1_MM_S,Markermeer,NA,2021-02-24 10:24:22,7.85,0.039,198,10.5,3.3,5,289.41,NA,NA,20.9,3.22,NA,"Berkhout, Lelystad",0.94
1614160865_1_MM_S,Markermeer,NA,2021-02-24 10:43:05,9.14,0.036,250,9.7,2.4,5,377.83,NA,NA,13.3,3.23,NA,"Berkhout, Lelystad",0.94
1614161988_1_MM_S,Markermeer,MarkermeerMidden,2021-02-24 11:01:48,8.35,0.038,217,9.8,2.6,5,345.07,143978,504309,15.2,3.44,NA,"Berkhout, Lelystad",0.94
1614163111_1_MM_S,Markermeer,MarkermeerMidden,2021-02-24 11:20:31,8.26,0.037,221,9.2,3.1,5,272.73,148308,503674,18.9,2.97,NA,"Berkhout, Lelystad",0.94
1614238395_1_MM_S,Markermeer,MarkermeerMidden,2021-02-25 08:21:15,4.18,0.021,203,5.1,2.4,5,118.56,153784,508415,NA,NA,NA,"Berkhout, Lelystad",0.94
1614240557_1_MM_S,Markermeer,MarkermeerMidden,2021-02-25 08:51:17,6.24,0.03,205,6.8,2.1,5,225.87,150617,513419,NA,NA,NA,"Berkhout, Lelystad",0.94
1614241679_1_MM_S,Markermeer,MarkermeerMidden,2021-02-25 09:09:59,6.58,0.032,202,7.3,2.2,5,232.53,148434,517909,NA,NA,NA,"Berkhout, Lelystad",0.94
1614242802_1_MM_S,Markermeer,HoornseHop,2021-02-25 09:28:42,6.64,0.029,226,7.8,2.2,5,262.44,147124,520534,NA,NA,NA,"Berkhout, Lelystad",0.94
1614243925_1_MM_S,Markermeer,HoornseHop,2021-02-25 09:47:25,7.17,0.026,274,6.5,2.2,5,211.05,144520,518112,NA,NA,NA,"Berkhout, Lelystad",0.94
1614245048_1_MM_S,Markermeer,HoornseHop,2021-02-25 10:06:08,7.37,0.029,256,7,2.4,5,216.36,140429,515353,NA,NA,NA,"Berkhout, Lelystad",0.94
1614246224_1_MM_S,Markermeer,HoornseHop,2021-02-25 10:25:44,5.75,0.019,307,4.1,1.7,5,122.81,135252,514269,NA,NA,NA,"Berkhout, Lelystad",0.94
1614247347_1_MM_S,Markermeer,HoornseHop,2021-02-25 10:44:27,6.67,0.012,556,3.4,1.2,5,107.08,132950,513955,NA,NA,NA,"Berkhout, Lelystad",0.94
1614248519_1_MM_S,Markermeer,HoornseHop,2021-02-25 11:03:59,1.61,0.006,291,2.7,0.9,5,44.14,133715,510592,NA,NA,NA,"Berkhout, Lelystad",0.94
1614249642_1_MM_S,Markermeer,HoornseHop,2021-02-25 11:22:42,4.5,0.014,319,3.5,0.9,5,152.98,134696,505849,NA,NA,NA,"Berkhout, Lelystad",0.94
1614253092_1_MM_S,Markermeer,Gouwzee,2021-02-25 12:20:12,6.71,0.024,276,5.9,2.1,5,191.89,134455,497203,NA,NA,NA,"Berkhout, Lelystad",0.94
1614254360_1_MM_S,Markermeer,Gouwzee,2021-02-25 12:41:20,8.37,0.027,315,6,2.2,5,188.86,134512,498295,NA,NA,NA,"Berkhout, Lelystad",0.94
1614255534_1_MM_S,Markermeer,HoornseHop,2021-02-25 13:00:54,3.61,0.009,412,3.3,1.1,5,92.96,137615,500597,NA,NA,NA,"Berkhout, Lelystad",0.94
1614256708_1_MM_S,Markermeer,MarkermeerMidden,2021-02-25 13:20:28,6.89,0.028,242,7.3,1.8,5,287.82,142990,501055,NA,NA,NA,"Berkhout, Lelystad",0.94
1614257882_1_MM_S,Markermeer,MarkermeerMidden,2021-02-25 13:40:02,6,0.025,241,5.7,1.7,5,203.37,148518,501508,NA,NA,NA,"Berkhout, Lelystad",0.94
1615966943_1_MM_S,Markermeer,MarkermeerMidden,2021-03-17 08:24:23,5.62,0.042,134,21.2,5.9,5,310.31,155800,504196,42.9,5.88,NA,"Berkhout, Lelystad",0.94
1615968066_1_MM_S,Markermeer,MarkermeerMidden,2021-03-17 08:43:06,4.82,0.04,120,15.4,3.6,5,340.57,153507,508918,23.2,4.56,NA,"Berkhout, Lelystad",0.94
1615969189_1_MM_S,Markermeer,MarkermeerMidden,2021-03-17 09:01:49,4.34,0.042,102,16.8,4.6,5,279.6,151264,513647,32,4.82,NA,"Berkhout, Lelystad",0.94
1615970363_1_MM_S,Markermeer,MarkermeerMidden,2021-03-17 09:21:23,4.44,0.04,109,12,3.5,5,255.27,148577,517932,22.6,3.19,NA,"Berkhout, Lelystad",0.94
1615971485_1_MM_S,Markermeer,HoornseHop,2021-03-17 09:40:05,4.7,0.036,130,9,2.5,5,263.5,147221,520543,14.1,2.43,NA,"Berkhout, Lelystad",0.94
1615973205_1_MM_S,Markermeer,HoornseHop,2021-03-17 10:08:45,4.79,0.04,118,11.2,3,5,281.96,145606,518333,18.8,2.89,NA,"Berkhout, Lelystad",0.94
1615974328_1_MM_S,Markermeer,HoornseHop,2021-03-17 10:27:28,4.73,0.041,114,12.2,3.7,5,254.64,141774,515114,24.4,3.46,NA,"Berkhout, Lelystad",0.94
1615975451_1_MM_S,Markermeer,HoornseHop,2021-03-17 10:46:11,4.67,0.042,110,10.9,3.6,5,237.02,136705,514133,23.1,2.98,NA,"Berkhout, Lelystad",0.94
1615976574_1_MM_S,Markermeer,HoornseHop,2021-03-17 11:04:54,4.9,0.039,125,10.6,2.8,5,290.07,133009,513965,16.8,3.68,NA,"Berkhout, Lelystad",0.94
1615978731_1_MM_S,Markermeer,HoornseHop,2021-03-17 11:40:51,4.73,0.042,113,11,2.9,5,288.7,133011,513984,17.6,3.72,NA,"Berkhout, Lelystad",0.94
1615979853_1_MM_S,Markermeer,HoornseHop,2021-03-17 11:59:33,5.48,0.039,139,15.7,4.8,5,268.54,133436,509487,33.8,5.43,NA,"Berkhout, Lelystad",0.94
1615980976_1_MM_S,Markermeer,HoornseHop,2021-03-17 12:18:16,5.47,0.042,130,16,5.8,5,228.67,134661,504899,42.3,4.87,NA,"Berkhout, Lelystad",0.94
1615982098_1_MM_S,Markermeer,HoornseHop,2021-03-17 12:36:58,5.86,0.041,142,13.4,6.3,5,178.87,135015,500399,46.7,4.46,NA,"Berkhout, Lelystad",0.94
1615983318_1_MM_S,Markermeer,Gouwzee,2021-03-17 12:57:18,6.48,0.043,150,22.3,10,5,202.21,134490,497145,77.2,8.08,NA,"Berkhout, Lelystad",0.94
1615984441_1_MM_S,Markermeer,Gouwzee,2021-03-17 13:16:01,5.82,0.04,144,15.6,6.3,5,208.67,134509,498642,46.5,4.63,NA,"Berkhout, Lelystad",0.94
1615985615_1_MM_S,Markermeer,HoornseHop,2021-03-17 13:35:35,5.55,0.042,132,13.1,6,5,183.46,137806,500956,43.4,3.84,NA,"Berkhout, Lelystad",0.94
1615986738_1_MM_S,Markermeer,MarkermeerMidden,2021-03-17 13:54:18,6.38,0.039,163,14.9,6.6,5,192.33,142956,501326,49.2,4.64,NA,"Berkhout, Lelystad",0.94
1615987861_1_MM_S,Markermeer,MarkermeerMidden,2021-03-17 14:13:01,5.7,0.04,142,14.9,6.1,5,202.35,148285,501747,44.6,4.56,NA,"Berkhout, Lelystad",0.94
1615988984_1_MM_S,Markermeer,MarkermeerMidden,2021-03-17 14:31:44,5.76,0.037,154,11.2,5.1,5,175.94,153632,502060,36.4,3.22,NA,"Berkhout, Lelystad",0.94
1616053627_1_MM_S,Markermeer,Houtrib,2021-03-18 08:29:07,4.62,0.043,107,13.1,3.4,5,318.52,157471,509720,21.5,4.87,NA,"Berkhout, Lelystad",0.94
1616054750_1_MM_S,Markermeer,Houtrib,2021-03-18 08:47:50,4.71,0.041,114,13.2,3.3,5,323.37,157525,509939,21.1,5.33,NA,"Berkhout, Lelystad",0.94
1616055872_1_MM_S,Markermeer,Houtrib,2021-03-18 09:06:32,4.86,0.039,123,11.6,3.2,5,296.63,157458,509970,20.2,4.27,NA,"Berkhout, Lelystad",0.94
1616056995_1_MM_S,Markermeer,Houtrib,2021-03-18 09:25:15,4.79,0.045,106,12.9,3.2,5,340.03,157392,510050,19.8,4.14,NA,"Berkhout, Lelystad",0.94
1616058118_1_MM_S,Markermeer,Houtrib,2021-03-18 09:43:58,4.94,0.041,121,12.5,3.4,5,299.93,154123,513322,21.6,4.08,NA,"Berkhout, Lelystad",0.94
1616059241_1_MM_S,Markermeer,MarkermeerMidden,2021-03-18 10:02:41,4.5,0.041,110,13.1,3.3,5,321.78,150482,509665,20.8,4.32,NA,"Berkhout, Lelystad",0.94
1616060364_1_MM_S,Markermeer,MarkermeerMidden,2021-03-18 10:21:24,4.75,0.043,110,14.5,3.6,5,330.6,146491,506080,23.4,4.98,NA,"Berkhout, Lelystad",0.94
1616061487_1_MM_S,Markermeer,MarkermeerMidden,2021-03-18 10:40:07,5.28,0.037,142,11,3.8,5,244.16,143541,504347,25,4.82,NA,"Berkhout, Lelystad",0.94
1616062610_1_MM_S,Markermeer,MarkermeerMidden,2021-03-18 10:58:50,5.06,0.04,125,10.9,3.7,5,243.84,143553,504379,24.6,3.29,NA,"Berkhout, Lelystad",0.94
1616063733_1_MM_S,Markermeer,MarkermeerMidden,2021-03-18 11:17:33,5.26,0.042,126,10.7,3.8,5,230.54,143552,504356,25.3,4.38,NA,"Berkhout, Lelystad",0.94
1616064856_1_MM_S,Markermeer,MarkermeerMidden,2021-03-18 11:36:16,5.57,0.041,136,11.7,4.3,5,228.9,148356,503625,29.6,3.99,NA,"Berkhout, Lelystad",0.94
1616065979_1_MM_S,Markermeer,MarkermeerMidden,2021-03-18 11:54:59,5.98,0.04,150,12.4,3.8,5,291,153666,502899,25,3.76,NA,"Berkhout, Lelystad",0.94
1618468968_1_MM_S,Markermeer,MarkermeerMidden,2021-04-15 08:24:48,3.67,0.04,91,6.6,2.9,5,224.76,156794,503505,18,2.83,NA,"Berkhout, Lelystad",0.94
1618470406_1_MM_S,Markermeer,MarkermeerMidden,2021-04-15 08:48:46,3.98,0.037,107,9.5,2.8,5,375.95,156999,505830,16.5,2.52,NA,"Berkhout, Lelystad",0.94
1618471529_1_MM_S,Markermeer,Houtrib,2021-04-15 09:07:29,3.88,0.037,105,8.5,2.6,5,342.16,156709,510220,15.4,2.3,NA,"Berkhout, Lelystad",0.94
1618472652_1_MM_S,Markermeer,Houtrib,2021-04-15 09:26:12,4.19,0.036,115,8.7,2.8,5,350.29,157489,510032,16.5,2.95,NA,"Berkhout, Lelystad",0.94
1618473775_1_MM_S,Markermeer,Houtrib,2021-04-15 09:44:55,4.33,0.035,122,8.4,2.8,5,332.87,157484,510030,17.1,2.94,NA,"Berkhout, Lelystad",0.94
1618474897_1_MM_S,Markermeer,Houtrib,2021-04-15 10:03:37,3.97,0.037,105,8.4,2.6,5,346.89,157123,510403,15.3,2.03,NA,"Berkhout, Lelystad",0.94
1618476021_1_MM_S,Markermeer,Houtrib,2021-04-15 10:22:21,4.4,0.034,131,8.5,2.7,5,352.51,153835,513499,15.7,2.03,NA,"Berkhout, Lelystad",0.94
1618477143_1_MM_S,Markermeer,MarkermeerMidden,2021-04-15 10:41:03,4.21,0.035,118,7.7,2.3,5,358.83,149761,510121,12.9,1.77,NA,"Berkhout, Lelystad",0.94
1618478266_1_MM_S,Markermeer,MarkermeerMidden,2021-04-15 10:59:46,4.54,0.041,111,9.5,3.3,5,338.26,145708,506606,20.9,2.67,NA,"Berkhout, Lelystad",0.94
1618479487_1_MM_S,Markermeer,MarkermeerMidden,2021-04-15 11:20:07,4.58,0.041,112,13.5,3.8,5,435.75,143621,504336,24.9,4.59,NA,"Berkhout, Lelystad",0.94
1618480610_1_MM_S,Markermeer,MarkermeerMidden,2021-04-15 11:38:50,4.76,0.04,120,13.3,3.7,5,449.39,143594,504371,24,4.78,NA,"Berkhout, Lelystad",0.94
1618481733_1_MM_S,Markermeer,MarkermeerMidden,2021-04-15 11:57:33,4.87,0.039,123,13.2,3.6,5,452.43,143604,504383,23.8,4.38,NA,"Berkhout, Lelystad",0.94
1618482856_1_MM_S,Markermeer,MarkermeerMidden,2021-04-15 12:16:16,4.51,0.04,112,12.7,3.6,5,419.18,143604,504383,23.8,4.38,NA,"Berkhout, Lelystad",0.94
1618483979_1_MM_S,Markermeer,MarkermeerMidden,2021-04-15 12:34:59,4.73,0.041,116,12.6,3.5,5,441.07,143606,504337,22.7,4.17,NA,"Berkhout, Lelystad",0.94
1618485102_1_MM_S,Markermeer,MarkermeerMidden,2021-04-15 12:53:42,4.58,0.038,121,12.4,3.5,5,428.11,143606,504337,22.7,4.17,NA,"Berkhout, Lelystad",0.94
1618486225_1_MM_S,Markermeer,MarkermeerMidden,2021-04-15 13:12:25,5.04,0.037,136,11.2,3.4,5,395.65,146256,503596,22.1,3.01,NA,"Berkhout, Lelystad",0.94
1618487348_1_MM_S,Markermeer,MarkermeerMidden,2021-04-15 13:31:08,4.88,0.038,128,9.5,3.1,5,375.76,151183,501515,19.1,2.68,NA,"Berkhout, Lelystad",0.94
1626940198_1_MM_S,Markermeer,MarkermeerMidden,2021-07-22 09:31:58,9.64,0.035,277,5.5,1.4,5,813.24,154843,503696,4.7,1.12,NA,"Berkhout, Lelystad",0.94
1626943508_1_MM_S,Markermeer,MarkermeerMidden,2021-07-22 10:27:08,7.88,0.026,299,3.4,1.4,5,429.96,150563,504444,4.6,0.62,NA,"Berkhout, Lelystad",0.94
1626944631_1_MM_S,Markermeer,MarkermeerMidden,2021-07-22 10:45:51,9.59,0.03,319,3.9,1.3,5,546.52,147564,501544,4.3,0.75,NA,"Berkhout, Lelystad",0.94
1626947234_1_MM_S,Markermeer,MarkermeerMidden,2021-07-22 11:29:14,8.03,0.028,292,4,1.3,5,556.33,147044,501283,4.3,0.67,NA,"Berkhout, Lelystad",0.94
1626948406_1_MM_S,Markermeer,MarkermeerMidden,2021-07-22 11:48:46,10.84,0.028,384,3.7,1.3,5,619.81,143600,504410,4.2,0.64,NA,"Berkhout, Lelystad",0.94
1626949637_1_MM_S,Markermeer,MarkermeerMidden,2021-07-22 12:09:17,10.01,0.028,361,4.1,1.4,5,636.62,142580,503714,4.6,0.57,NA,"Berkhout, Lelystad",0.94
1626953399_1_MM_S,Markermeer,MarkermeerMidden,2021-07-22 13:11:59,10.74,0.03,362,4.8,1.5,5,620.05,139142,502853,6,0.66,NA,"Berkhout, Lelystad",0.94
1626954522_1_MM_S,Markermeer,HoornseHop,2021-07-22 13:30:42,10.92,0.029,377,3.9,1.3,5,633.76,137596,507028,4.4,0.54,NA,"Berkhout, Lelystad",0.94
1626955645_1_MM_S,Markermeer,HoornseHop,2021-07-22 13:49:25,13.51,0.028,479,3.3,1.3,5,557.23,135890,511431,4.1,0.48,NA,"Berkhout, Lelystad",0.94
1626957338_1_MM_S,Markermeer,HoornseHop,2021-07-22 14:17:38,10.68,0.019,574,2.6,1.3,5,317.38,135478,513054,3.8,0.42,NA,"Berkhout, Lelystad",0.94
1626958461_1_MM_S,Markermeer,HoornseHop,2021-07-22 14:36:21,13.98,0.026,531,2.9,1.3,5,486.81,139728,513264,4,0.49,NA,"Berkhout, Lelystad",0.94
1626959584_1_MM_S,Markermeer,MarkermeerMidden,2021-07-22 14:55:04,12.6,0.023,558,2.9,1.3,5,438.09,143996,513464,3.7,0.55,NA,"Berkhout, Lelystad",0.94
1626960676_1_MM_S,Markermeer,MarkermeerMidden,2021-07-22 15:13:16,6.54,0.015,437,2,1.1,5,243.35,148126,513736,2.2,0.33,NA,"Berkhout, Lelystad",0.94
1626961849_1_MM_S,Markermeer,Houtrib,2021-07-22 15:32:49,11.3,0.02,553,2.7,1.2,5,375.25,152571,514040,3.2,0.49,NA,"Berkhout, Lelystad",0.94
1626962891_1_MM_S,Markermeer,Houtrib,2021-07-22 15:50:11,9.1,0.021,423,4.1,1.6,5,502.58,152847,514061,6.9,0.9,NA,"Berkhout, Lelystad",0.94
1628059896_1_MM_S,Markermeer,MarkermeerMidden,2021-08-04 08:33:36,7.11,0.03,233,4.4,1.3,5,545.91,156560,503666,NA,NA,NA,"Berkhout, Lelystad",0.94
1628061019_1_MM_S,Markermeer,MarkermeerMidden,2021-08-04 08:52:19,7.88,0.032,242,3.4,1.2,5,449.03,154537,507977,NA,NA,NA,"Berkhout, Lelystad",0.94
