uniqueId,gebied,Deelgebied,DateTimeAmsterdam,PBmax,alfaB,Ek,Chlorofyl,Kd,conversionEtoC,PrimaireProductie_MgC_m2_dag,X,Y,Troebelheid,ChlorofylFluorescentie,Saliniteit,knmiStations,parReflectionCorrection
1625831567_1_MM_S,Markermeer,MarkermeerMidden,2021-07-09 13:34:47,8.13,0.023,361,3.1,1.5,5,371.74,150776,503348,5.9,0.53,NA,"Berkhout, Lelystad",0.94
1625832690_1_MM_S,Markermeer,MarkermeerMidden,2021-07-09 13:53:30,9.12,0.033,276,3.8,1.4,5,574.97,155451,502739,4.6,0.78,NA,"Berkhout, Lelystad",0.94
1630651780_1_MM_S,Markermeer,MarkermeerMidden,2021-09-03 08:31:40,3.94,0.037,107,2.2,1.3,5,188.52,155824,504096,4,1.05,NA,"Berkhout, Lelystad",0.94
1630652985_1_MM_S,Markermeer,Houtrib,2021-09-03 08:51:45,3.15,0.033,94,1.7,1.2,5,134.2,157078,508176,3.2,0.78,NA,"Berkhout, Lelystad",0.94
1630653940_1_MM_S,Markermeer,Houtrib,2021-09-03 09:09:10,3.07,0.032,95,2,1.1,5,164.45,157767,510193,2.7,1.07,NA,"Berkhout, Lelystad",0.94
1630655165_1_MM_S,Markermeer,Houtrib,2021-09-03 09:28:05,4.39,0.034,127,1.9,1.2,5,172.08,157661,511594,2.9,0.88,NA,"Berkhout, Lelystad",0.94
1630656288_1_MM_S,Markermeer,Houtrib,2021-09-03 09:46:48,4.26,0.027,156,1.7,1.2,5,155.4,157441,512342,2.9,0.73,NA,"Berkhout, Lelystad",0.94
1630657411_1_MM_S,Markermeer,Houtrib,2021-09-03 10:05:31,5.54,0.028,201,1.6,1.1,5,156.8,154594,513934,2.2,0.46,NA,"Berkhout, Lelystad",0.94
1630658534_1_MM_S,Markermeer,MarkermeerMidden,2021-09-03 10:24:14,5.5,0.023,243,1.4,1.1,5,118.48,151014,511932,2.4,0.42,NA,"Berkhout, Lelystad",0.94
1630659536_1_MM_S,Markermeer,MarkermeerMidden,2021-09-03 10:42:26,6.14,0.019,330,1.3,1.1,5,113.62,147660,509886,2,0.39,NA,"Berkhout, Lelystad",0.94
1630660710_1_MM_S,Markermeer,MarkermeerMidden,2021-09-03 11:00:30,3,0.019,155,1.4,1.1,5,98.86,146946,509017,2.4,0.61,NA,"Berkhout, Lelystad",0.94
1630661714_1_MM_S,Markermeer,MarkermeerMidden,2021-09-03 11:18:44,6.82,0.019,359,1.3,1.1,5,123.36,146953,508999,2.2,0.4,NA,"Berkhout, Lelystad",0.94
1630662888_1_MM_S,Markermeer,MarkermeerMidden,2021-09-03 11:36:48,4.31,0.029,148,1.5,1.9,5,87.4,149707,506333,8.9,0.61,NA,"Berkhout, Lelystad",0.94
1630663974_1_MM_S,Markermeer,MarkermeerMidden,2021-09-03 11:54:54,3.47,0.03,116,1.8,1.2,5,147.44,152658,503663,3.3,0.54,NA,"Berkhout, Lelystad",0.94
1631776874_1_MM_S,Markermeer,MarkermeerMidden,2021-09-16 09:03:14,7.08,0.031,225,4.1,1.6,5,307.99,150714,504779,6.5,0.73,NA,"Berkhout, Lelystad",0.94
1631778451_1_MM_S,Markermeer,MarkermeerMidden,2021-09-16 09:29:31,7.07,0.029,240,4.6,1.3,5,425.64,149700,503623,4.4,0.8,NA,"Berkhout, Lelystad",0.94
1631779574_1_MM_S,Markermeer,MarkermeerMidden,2021-09-16 09:48:14,7.78,0.035,219,4.8,1.3,5,493.13,146985,501012,4.2,1.04,NA,"Berkhout, Lelystad",0.94
1631781045_1_MM_S,Markermeer,MarkermeerMidden,2021-09-16 10:12:45,7.91,0.03,259,4.8,1.3,5,480.05,146821,501196,4,0.93,NA,"Berkhout, Lelystad",0.94
1631782979_1_MM_S,Markermeer,MarkermeerMidden,2021-09-16 10:47:59,5.84,0.023,253,2.7,1,5,275.53,143460,504336,1.6,0.4,NA,"Berkhout, Lelystad",0.94
1631784801_1_MM_S,Markermeer,MarkermeerMidden,2021-09-16 11:15:21,8.67,0.027,324,3.2,1.1,5,341.16,139750,501441,2.6,0.54,NA,"Berkhout, Lelystad",0.94
1631786221_1_MM_S,Markermeer,MarkermeerMidden,2021-09-16 11:39:01,10.52,0.034,312,3.6,1.2,5,389.38,138914,501101,3,0.53,NA,"Berkhout, Lelystad",0.94
1631787343_1_MM_S,Markermeer,HoornseHop,2021-09-16 11:57:43,9.49,0.028,336,3.6,1.2,5,386.99,137402,505688,3.1,0.52,NA,"Berkhout, Lelystad",0.94
1631788466_1_MM_S,Markermeer,HoornseHop,2021-09-16 12:16:26,9.78,0.034,290,3.8,1.2,5,418.86,135908,510413,3.5,0.52,NA,"Berkhout, Lelystad",0.94
1631789589_1_MM_S,Markermeer,HoornseHop,2021-09-16 12:35:09,9.19,0.032,285,4,1.3,5,395.33,134996,512965,4.4,0.77,NA,"Berkhout, Lelystad",0.94
1631790712_1_MM_S,Markermeer,HoornseHop,2021-09-16 12:53:52,9.43,0.028,341,3.9,1.3,5,402.26,136562,513024,4.1,0.72,NA,"Berkhout, Lelystad",0.94
1631791835_1_MM_S,Markermeer,MarkermeerMidden,2021-09-16 13:12:35,8.64,0.026,335,3.3,1.1,5,357.56,141744,513199,2.5,0.57,NA,"Berkhout, Lelystad",0.94
1631792669_1_MM_S,Markermeer,MarkermeerMidden,2021-09-16 13:30:59,7.55,0.029,263,2.8,1,5,280.45,146834,513423,1.5,0.39,NA,"Berkhout, Lelystad",0.94
1631793843_1_MM_S,Markermeer,MarkermeerMidden,2021-09-16 13:46:03,8.04,0.024,337,4.2,1.2,5,443.12,151005,513560,3,0.82,NA,"Berkhout, Lelystad",0.94
1631794840_1_MM_S,Markermeer,Houtrib,2021-09-16 14:04:10,8.07,0.028,292,5.4,1.8,5,390.25,155940,513995,8.2,1.01,NA,"Berkhout, Lelystad",0.94
1631797215_1_MM_S,Markermeer,Houtrib,2021-09-16 14:45:15,9.39,0.031,304,4.9,1.1,5,585.9,157493,509864,2.3,1.27,NA,"Berkhout, Lelystad",0.94
1631798389_1_MM_S,Markermeer,MarkermeerMidden,2021-09-16 15:01:49,10.66,0.036,295,6.1,1.6,5,540.44,155929,506144,6.9,1.31,NA,"Berkhout, Lelystad",0.94
1631799512_1_MM_S,Markermeer,MarkermeerMidden,2021-09-16 15:20:32,12.38,0.036,343,6.2,2.2,5,461,154230,502006,11.3,1.29,NA,"Berkhout, Lelystad",0.94
1635317629_1_MM_S,Markermeer,MarkermeerMidden,2021-10-27 08:35:49,6.4,0.034,185,5.3,2.6,5,69.96,155498,505740,15.2,1.28,NA,"Berkhout, Lelystad",0.94
1635318752_1_MM_S,Markermeer,MarkermeerMidden,2021-10-27 08:54:32,6.45,0.034,192,6.1,2.2,5,95.76,152331,510075,11.4,1.46,NA,"Berkhout, Lelystad",0.94
1635319875_1_MM_S,Markermeer,MarkermeerMidden,2021-10-27 09:13:15,7.21,0.036,203,7,2.7,5,94.29,149794,514761,16,1.64,NA,"Berkhout, Lelystad",0.94
1635321050_1_MM_S,Markermeer,HoornseHop,2021-10-27 09:32:50,8.44,0.038,221,11.1,4.6,5,96.34,147548,519233,31.9,2.67,NA,"Berkhout, Lelystad",0.94
1635322174_1_MM_S,Markermeer,HoornseHop,2021-10-27 09:51:34,8.48,0.042,203,11.2,4.5,5,103.87,147102,520467,31.3,3.32,NA,"Berkhout, Lelystad",0.94
1635323297_1_MM_S,Markermeer,HoornseHop,2021-10-27 10:10:17,9.58,0.038,250,11,4.4,5,101.11,144505,517683,30.4,2.58,NA,"Berkhout, Lelystad",0.94
1635324420_1_MM_S,Markermeer,HoornseHop,2021-10-27 10:29:00,9.61,0.041,235,9.5,3.8,5,104.22,140344,515003,25.4,2.27,NA,"Berkhout, Lelystad",0.94
1635325543_1_MM_S,Markermeer,HoornseHop,2021-10-27 10:47:43,9.29,0.037,253,9.4,3.4,5,108.98,135492,514608,22.1,2.37,NA,"Berkhout, Lelystad",0.94
1635326666_1_MM_S,Markermeer,HoornseHop,2021-10-27 11:06:26,9.38,0.037,252,8,2.6,5,123.53,133125,514000,14.8,2.25,NA,"Berkhout, Lelystad",0.94
1635327790_1_MM_S,Markermeer,HoornseHop,2021-10-27 11:25:10,6.97,0.042,165,6.8,1.8,5,145.57,133613,511717,8.7,1.52,NA,"Berkhout, Lelystad",0.94
1635328962_1_MM_S,Markermeer,HoornseHop,2021-10-27 11:44:42,7.34,0.031,238,4,1.1,5,122.74,134805,506863,2,0.94,NA,"Berkhout, Lelystad",0.94
1635330135_1_MM_S,Markermeer,HoornseHop,2021-10-27 12:04:15,6.71,0.029,233,3.5,1.1,5,95.9,135236,502118,2.4,0.79,NA,"Berkhout, Lelystad",0.94
1635331258_1_MM_S,Markermeer,Gouwzee,2021-10-27 12:22:58,8.19,0.032,252,5,1.3,5,137.05,134431,497761,3.8,1.05,NA,"Berkhout, Lelystad",0.94
1635332659_1_MM_S,Markermeer,Gouwzee,2021-10-27 12:46:19,8.6,0.033,260,5.5,2,5,99.38,134469,497654,9.9,1.32,NA,"Berkhout, Lelystad",0.94
1635333831_1_MM_S,Markermeer,HoornseHop,2021-10-27 13:05:51,8.07,0.034,236,3.9,1.3,5,110.45,136515,501338,3.7,0.89,NA,"Berkhout, Lelystad",0.94
1635335405_1_MM_S,Markermeer,MarkermeerMidden,2021-10-27 13:32:05,8.51,0.04,215,5.7,2.9,5,77.38,143728,501795,17.9,1.44,NA,"Berkhout, Lelystad",0.94
1635336528_1_MM_S,Markermeer,MarkermeerMidden,2021-10-27 13:50:48,8.14,0.041,199,6,2.7,5,86.61,149071,502029,16.1,1.44,NA,"Berkhout, Lelystad",0.94
1635403509_1_MM_S,Markermeer,MarkermeerMidden,2021-10-28 08:27:09,7.8,0.041,189,5.5,2.2,5,228.64,156200,504091,11.5,1.43,NA,"Berkhout, Lelystad",0.94
1635404632_1_MM_S,Markermeer,Houtrib,2021-10-28 08:45:52,7.6,0.038,199,4.3,1.8,5,211.54,157068,509001,8.1,1.11,NA,"Berkhout, Lelystad",0.94
1635405755_1_MM_S,Markermeer,Houtrib,2021-10-28 09:04:35,9.12,0.037,248,4.3,1.7,5,237.08,157517,509995,7.6,1.6,NA,"Berkhout, Lelystad",0.94
1635406878_1_MM_S,Markermeer,Houtrib,2021-10-28 09:23:18,8.36,0.037,228,4.7,1.9,5,226.31,156933,512923,9.3,1.4,NA,"Berkhout, Lelystad",0.94
1635408001_1_MM_S,Markermeer,MarkermeerMidden,2021-10-28 09:42:01,8.53,0.04,215,4.9,2.1,5,217.5,152635,513055,11,1.38,NA,"Berkhout, Lelystad",0.94
1635409124_1_MM_S,Markermeer,MarkermeerMidden,2021-10-28 10:00:44,9.24,0.037,251,5.5,3.2,5,164.34,148889,509351,20,1.54,NA,"Berkhout, Lelystad",0.94
1635410246_1_MM_S,Markermeer,MarkermeerMidden,2021-10-28 10:19:26,9.24,0.036,258,5.4,2.6,5,199.52,145144,505797,15.1,1.53,NA,"Berkhout, Lelystad",0.94
1635411370_1_MM_S,Markermeer,MarkermeerMidden,2021-10-28 10:38:10,9.38,0.038,250,5,2.4,5,190.31,143767,504570,13.8,1.71,NA,"Berkhout, Lelystad",0.94
1635412493_1_MM_S,Markermeer,MarkermeerMidden,2021-10-28 10:56:53,9.28,0.04,231,4.9,2.5,5,189.81,143717,504565,13.9,1.77,NA,"Berkhout, Lelystad",0.94
1635413616_1_MM_S,Markermeer,MarkermeerMidden,2021-10-28 11:15:36,9.51,0.039,243,5.1,2.5,5,200.25,143723,504546,14.1,1.74,NA,"Berkhout, Lelystad",0.94
1635414739_1_MM_S,Markermeer,MarkermeerMidden,2021-10-28 11:34:19,9.3,0.038,243,5,2.4,5,205.78,143725,504544,13,1.73,NA,"Berkhout, Lelystad",0.94
1635415862_1_MM_S,Markermeer,MarkermeerMidden,2021-10-28 11:53:02,8.84,0.036,248,4.9,2.4,5,193.3,143725,504544,13,1.73,NA,"Berkhout, Lelystad",0.94
1635416985_1_MM_S,Markermeer,MarkermeerMidden,2021-10-28 12:11:45,9.08,0.038,238,5,2.4,5,201.63,143750,504588,13.3,1.72,NA,"Berkhout, Lelystad",0.94
1635418108_1_MM_S,Markermeer,MarkermeerMidden,2021-10-28 12:30:28,9.56,0.041,231,4.9,2.3,5,203.65,143762,504570,12.6,1.61,NA,"Berkhout, Lelystad",0.94
1635419231_1_MM_S,Markermeer,MarkermeerMidden,2021-10-28 12:49:11,9.29,0.039,239,4.9,2.4,5,202.19,143763,504572,13.1,1.72,NA,"Berkhout, Lelystad",0.94
1635420354_1_MM_S,Markermeer,MarkermeerMidden,2021-10-28 13:07:54,8.99,0.032,280,4.8,2.6,5,165.29,146657,503988,15,1.43,NA,"Berkhout, Lelystad",0.94
1637740800_1_MM_S,Markermeer,MarkermeerMidden,2021-11-24 08:42:00,5.79,0.035,163,4.3,1.4,5,80.14,156212,503502,4.6,1.09,NA,"Berkhout, Lelystad",0.94
1637741923_1_MM_S,Markermeer,Houtrib,2021-11-24 09:00:43,5.45,0.028,192,3.8,1.4,5,59.82,157083,508489,4.9,0.98,NA,"Berkhout, Lelystad",0.94
1637743045_1_MM_S,Markermeer,Houtrib,2021-11-24 09:19:25,5.33,0.037,145,3.9,1.6,5,60.63,156305,513281,6.7,1.02,NA,"Berkhout, Lelystad",0.94
1637744168_1_MM_S,Markermeer,MarkermeerMidden,2021-11-24 09:38:08,5.37,0.035,152,3.9,1.3,5,76.06,151486,514671,3.7,0.99,NA,"Berkhout, Lelystad",0.94
1637745899_1_MM_S,Markermeer,HoornseHop,2021-11-24 10:06:59,6.72,0.035,192,5.7,1.6,5,97.18,147069,519622,6.3,1.34,NA,"Berkhout, Lelystad",0.94
1637747022_1_MM_S,Markermeer,HoornseHop,2021-11-24 10:25:42,6.18,0.035,177,4.7,1.5,5,81.34,147203,520482,5.6,1.29,NA,"Berkhout, Lelystad",0.94
1637748145_1_MM_S,Markermeer,HoornseHop,2021-11-24 10:44:25,5.5,0.038,143,4.7,1.5,5,82.38,144759,517388,5.9,1.18,NA,"Berkhout, Lelystad",0.94
1637749268_1_MM_S,Markermeer,HoornseHop,2021-11-24 11:03:08,6.9,0.029,241,5.1,1.2,5,94.88,140777,514329,3.6,1.3,NA,"Berkhout, Lelystad",0.94
1637750391_1_MM_S,Markermeer,HoornseHop,2021-11-24 11:21:51,6.74,0.034,197,4.3,1.3,5,83.49,135699,514035,3.8,1.03,NA,"Berkhout, Lelystad",0.94
1637751514_1_MM_S,Markermeer,HoornseHop,2021-11-24 11:40:34,6.49,0.031,211,4.7,1.5,5,78.68,133080,514044,5.4,1.26,NA,"Berkhout, Lelystad",0.94
1637752637_1_MM_S,Markermeer,HoornseHop,2021-11-24 11:59:17,5.67,0.032,177,4,1.2,5,78.41,134120,511154,3.4,0.88,NA,"Berkhout, Lelystad",0.94
1637753760_1_MM_S,Markermeer,HoornseHop,2021-11-24 12:18:00,6.4,0.032,202,4.9,0.9,5,126.24,135877,506661,1.1,1.37,NA,"Berkhout, Lelystad",0.94
1637754883_1_MM_S,Markermeer,HoornseHop,2021-11-24 12:36:43,6.68,0.033,204,4.8,1.1,5,108.43,135881,502161,2.5,1.17,NA,"Berkhout, Lelystad",0.94
1637756005_1_MM_S,Markermeer,Gouwzee,2021-11-24 12:55:25,7.04,0.032,221,5.2,1.3,5,94.95,134456,498118,4.5,1.24,NA,"Berkhout, Lelystad",0.94
1637757128_1_MM_S,Markermeer,Gouwzee,2021-11-24 13:14:08,7.08,0.036,195,5.9,1.8,5,86.47,134469,497186,8.5,1.92,NA,"Berkhout, Lelystad",0.94
1637758252_1_MM_S,Markermeer,HoornseHop,2021-11-24 13:32:52,6.98,0.031,222,4.6,1.3,5,86.61,135088,500559,4.2,1.22,NA,"Berkhout, Lelystad",0.94
1637759374_1_MM_S,Markermeer,MarkermeerMidden,2021-11-24 13:51:34,7.62,0.033,229,4.6,1.4,5,81.22,139663,501015,5,1.18,NA,"Berkhout, Lelystad",0.94
1637760497_1_MM_S,Markermeer,MarkermeerMidden,2021-11-24 14:10:17,6.86,0.03,226,3.8,1.2,5,75.69,144820,501309,3.1,0.87,NA,"Berkhout, Lelystad",0.94
1637761621_1_MM_S,Markermeer,MarkermeerMidden,2021-11-24 14:29:01,6.74,0.037,184,4.6,1.5,5,81.84,150138,501696,6,1.13,NA,"Berkhout, Lelystad",0.94
1637762744_1_MM_S,Markermeer,MarkermeerMidden,2021-11-24 14:47:44,7.62,0.035,219,4.5,2,5,56.66,154219,501960,10.4,1.44,NA,"Berkhout, Lelystad",0.94
1637828274_1_MM_S,Markermeer,MarkermeerMidden,2021-11-25 08:59:54,5.85,0.035,165,3.5,1.3,5,92.43,156568,504496,3.8,1.05,NA,"Berkhout, Lelystad",0.94
1637828975_1_MM_S,Markermeer,Houtrib,2021-11-25 09:17:35,5.41,0.031,174,3.8,1.4,5,88.82,157179,508425,4.8,1.14,NA,"Berkhout, Lelystad",0.94
1637830097_1_MM_S,Markermeer,Houtrib,2021-11-25 09:30:17,7.03,0.034,208,4.4,2.6,5,58.43,157537,509873,15.4,1.22,NA,"Berkhout, Lelystad",0.94
1637831220_1_MM_S,Markermeer,Houtrib,2021-11-25 09:49:00,6.87,0.037,183,4.5,2.7,5,59.3,157487,510052,16.3,1.04,NA,"Berkhout, Lelystad",0.94
1637832343_1_MM_S,Markermeer,Houtrib,2021-11-25 10:07:43,7.59,0.038,199,5.7,1.8,5,121.28,156323,513959,8,1.59,NA,"Berkhout, Lelystad",0.94
1637833466_1_MM_S,Markermeer,MarkermeerMidden,2021-11-25 10:26:26,7.49,0.034,218,4.9,1.4,5,120.1,152511,512970,5.3,1.15,NA,"Berkhout, Lelystad",0.94
1637834589_1_MM_S,Markermeer,MarkermeerMidden,2021-11-25 10:45:09,7.86,0.037,209,5.2,1.7,5,111.6,149792,509788,7.8,1.38,NA,"Berkhout, Lelystad",0.94
1637835712_1_MM_S,Markermeer,MarkermeerMidden,2021-11-25 11:03:52,7.34,0.034,213,4.4,1.7,5,92.96,146553,507008,7.1,1.1,NA,"Berkhout, Lelystad",0.94
1637836835_1_MM_S,Markermeer,MarkermeerMidden,2021-11-25 11:22:35,8.08,0.035,232,4.3,1.4,5,110.83,143889,504631,4.8,1.08,NA,"Berkhout, Lelystad",0.94
1637838039_1_MM_S,Markermeer,MarkermeerMidden,2021-11-25 11:42:39,6.92,0.032,215,4,1.3,5,99.41,143602,504365,4.5,1.16,NA,"Berkhout, Lelystad",0.94
1637839292_1_MM_S,Markermeer,MarkermeerMidden,2021-11-25 12:03:32,7.65,0.035,215,4.5,1.5,5,105.06,148308,503731,5.9,1.18,NA,"Berkhout, Lelystad",0.94
1640159199_1_MM_S,Markermeer,MarkermeerMidden,2021-12-22 08:28:39,3.99,0.036,111,5,1.2,5,135.84,155716,504192,3,1.34,NA,"Berkhout, Lelystad",0.94
1640160322_1_MM_S,Markermeer,MarkermeerMidden,2021-12-22 08:47:22,3.56,0.032,109,4.3,1.2,5,104.86,152597,508067,3.1,1,NA,"Berkhout, Lelystad",0.94
1640161445_1_MM_S,Markermeer,MarkermeerMidden,2021-12-22 09:06:05,3.44,0.032,108,4.3,1.1,5,108.9,150113,512723,2.4,1.06,NA,"Berkhout, Lelystad",0.94
1640162568_1_MM_S,Markermeer,MarkermeerMidden,2021-12-22 09:24:48,3.15,0.035,90,3.7,1.2,5,79.06,148221,517333,3.5,0.98,NA,"Berkhout, Lelystad",0.94
1640163690_1_MM_S,Markermeer,HoornseHop,2021-12-22 09:43:30,4.24,0.036,117,5.6,2,5,86.8,147186,520481,10.4,1.7,NA,"Berkhout, Lelystad",0.94
1640164813_1_MM_S,Markermeer,HoornseHop,2021-12-22 10:02:13,4.21,0.034,124,4.6,1.7,5,85.08,146455,519755,7.7,1.18,NA,"Berkhout, Lelystad",0.94
1640165937_1_MM_S,Markermeer,HoornseHop,2021-12-22 10:20:57,4.1,0.031,134,4.5,1.7,5,82.49,142824,516758,7.1,1.21,NA,"Berkhout, Lelystad",0.94
1640167060_1_MM_S,Markermeer,HoornseHop,2021-12-22 10:39:40,4.35,0.034,128,5,1.7,5,94.41,138383,514685,7.2,1.46,NA,"Berkhout, Lelystad",0.94
1640168183_1_MM_S,Markermeer,HoornseHop,2021-12-22 10:58:23,3.36,0.031,106,4.3,1.9,5,64.87,133375,514158,9.1,1.3,NA,"Berkhout, Lelystad",0.94
1640169305_1_MM_S,Markermeer,HoornseHop,2021-12-22 11:17:05,3.21,0.032,101,4.4,2,5,62.06,133099,512998,10.1,1.35,NA,"Berkhout, Lelystad",0.94
1640170481_1_MM_S,Markermeer,HoornseHop,2021-12-22 11:36:41,2.63,0.024,107,2.9,1.3,5,51.4,134038,508225,4.1,0.79,NA,"Berkhout, Lelystad",0.94
1640171604_1_MM_S,Markermeer,HoornseHop,2021-12-22 11:55:24,2.85,0.022,127,2.7,1,5,58.1,135197,503766,1.7,0.77,NA,"Berkhout, Lelystad",0.94
1640172727_1_MM_S,Markermeer,Gouwzee,2021-12-22 12:14:07,3.18,0.025,124,3.6,1.4,5,67.43,134513,499661,5,0.99,NA,"Berkhout, Lelystad",0.94
1640173959_1_MM_S,Markermeer,Gouwzee,2021-12-22 12:34:39,3.5,0.037,94,4.7,2.5,5,57.99,134418,497207,14.4,1.72,NA,"Berkhout, Lelystad",0.94
1640175082_1_MM_S,Markermeer,Gouwzee,2021-12-22 12:53:22,4.25,0.03,140,3.4,1.8,5,57.82,134710,500123,8.2,1,NA,"Berkhout, Lelystad",0.94
1640176204_1_MM_S,Markermeer,MarkermeerMidden,2021-12-22 13:12:04,3.69,0.031,118,3.3,1.1,5,84.81,139191,501220,2.2,0.99,NA,"Berkhout, Lelystad",0.94
1640177380_1_MM_S,Markermeer,MarkermeerMidden,2021-12-22 13:31:40,3.27,0.025,130,2.9,1.2,5,61.94,144661,501767,3,0.84,NA,"Berkhout, Lelystad",0.94
1640178503_1_MM_S,Markermeer,MarkermeerMidden,2021-12-22 13:50:23,2.96,0.031,95,3.3,1.3,5,64.31,149949,501919,4.4,1.11,NA,"Berkhout, Lelystad",0.94
1640245768_1_MM_S,Markermeer,MarkermeerMidden,2021-12-23 08:31:28,3.18,0.031,104,3,1.4,5,21.49,155557,503931,5.2,0.95,NA,"Berkhout, Lelystad",0.94
1640246891_1_MM_S,Markermeer,Houtrib,2021-12-23 08:50:11,2.85,0.03,94,3.4,1.3,5,25.8,157238,508676,4.3,1.2,NA,"Berkhout, Lelystad",0.94
1640248013_1_MM_S,Markermeer,Houtrib,2021-12-23 09:08:53,2.62,0.027,96,3,1.2,5,21.77,157547,510048,3.6,1.26,NA,"Berkhout, Lelystad",0.94
1640249136_1_MM_S,Markermeer,Houtrib,2021-12-23 09:27:36,2.51,0.031,82,3.1,1.1,5,27.79,156730,513784,2.5,0.84,NA,"Berkhout, Lelystad",0.94
1640250259_1_MM_S,Markermeer,MarkermeerMidden,2021-12-23 09:46:19,3.21,0.033,97,4.9,2.2,5,24.63,152140,513536,11.5,1.62,NA,"Berkhout, Lelystad",0.94
1640251382_1_MM_S,Markermeer,MarkermeerMidden,2021-12-23 10:05:02,2.87,0.033,87,3.8,1.9,5,21.18,147845,510799,9,1.27,NA,"Berkhout, Lelystad",0.94
1640252505_1_MM_S,Markermeer,MarkermeerMidden,2021-12-23 10:23:45,2.65,0.027,96,2.9,1.5,5,17.64,144727,506922,5.5,0.99,NA,"Berkhout, Lelystad",0.94
1640253628_1_MM_S,Markermeer,MarkermeerMidden,2021-12-23 10:42:28,2.64,0.027,97,2.7,1.3,5,18.99,143565,504382,4.1,1.18,NA,"Berkhout, Lelystad",0.94
1640254750_1_MM_S,Markermeer,MarkermeerMidden,2021-12-23 11:01:10,2.91,0.025,116,2.8,1.4,5,17.11,143807,503404,5.2,0.96,NA,"Berkhout, Lelystad",0.94
1640255927_1_MM_S,Markermeer,MarkermeerMidden,2021-12-23 11:20:47,3.23,0.031,103,3.5,1.6,5,22.88,149099,502601,6.7,1.22,NA,"Berkhout, Lelystad",0.94
1640257050_1_MM_S,Markermeer,MarkermeerMidden,2021-12-23 11:39:30,2.97,0.029,103,2.9,1.4,5,20.29,154376,502644,4.9,1.06,NA,"Berkhout, Lelystad",0.94
